Transit_Sy,Transit_Li,Station_Na,Built_Year,Lat,Lon,Station_ID,ALAND00,Geo_FIPS,Geo_HU100,TotalPop00,AreaTotal00,Aland00,PopDen00,Awater00,MedianAge00,MedianHouseholdSize00,TotalHH00,Pop15YearOver00,Single00,Married00,PctSingleOver15Yrs00,Pop25YearsOver00,LessThanHighSchool00,PctLessThanHighSchool00,HighSchoolOrMore00,PctBachelorDegreeOrMore00,BachelorDegreeOrMor00,MasterDegreeOrMore00,ProfessionDegreeOrMore00,DoctoralDegreeOrMore00,CivilianOver16InLaborForce00,Employed,Unemployed,UnemploymentRate00,TotalHHInc00,MedianHHIncome00,MedianHHIncome00In15Dollars,TotalCapitaIncome00,MedianCapitaIncome00,MedianCapitaIncomeIn15Dollars,Owner_OccupiedHU,Renter_OccupiedHU,PctOwnerOccupiedHU00,HU00,Occupied_HU00,Vac_HU00,Vacancy00,PctSingleFamilyUnit,HU_1Unit,HU_2Units,HU_3or4Uni,HU_5to9Uni,HU_10to19U,HU_20to49U,HU_50Unito,Pct50UnitsOrMore,MedianYearBuilt,MedianBuildingHistoryTill2000,MedianOwnerOccupiedHUValue,MedianOwnerOccupiedHUValueIn15Dollars,MedianGrossRent00,MedianGrossRent00In2015Dollars,WorkersOve,PctCarTW00,CarToWork,PctTranTW00,PublicTran,BikeToWork,WalkToWork,WorkAtHome,MedianTimeTW00,County,State,ALAND_12,TotalPop15,PopDen15,ALANDSQMIL,CivilianOver16InLaborForce,Employed15,Unemployed15,UnemploymentRate15,MedianMedianHHIncome15,HH15,TotalHHIncome15,MedianHHIncome15,HU15,OccupiedHU15,VacantHU15,Vacancy15,OwnerOccupiedHU15,MedianOwnerOccupiedHUValue15,PctOwnerOccupiedHU15,RenterOccupiedHU15,MedianGrossRent15,WorkersOver16,PctCartW15,CarTW,DriveAlong,CarPoolTW,PublicTran_1,PctTranTW15,BicycleTW,WalkTW,WorkAtHome_1,MedianAveCommute,TotalCommuteTime15,AverageCommuteTime,UnemploymentRateDecrease,StandardizedUnemploymentRateDecrease,PctPropertyValueIncrease,StandardizedPctPropertyValueIncrease,VacancyDecrease,StandardizedVacancyDecrease,PctPopulationDensityIncrease,StandardizedPopulationDensityIncrease,PctMedianHHIncomeIncrease,StandardizedPctMedianHHIncomeIncrease,PctTranTWIncrease,StandardizedPctTranTWIncrease,PctCarTWDecrease,StandardizedPctCarTWDecrease,TimeTWDecrease,StandardizedTimeTWDecrease,DI,TPCI,predictedvalueDI,residualsDI,predictedvalueTPCI,residualsTPCI,DICluster,TPCICluster
Maryland Transit Administration,Brunswick Line(MARC),ROCKVILLE MARC,Pre-2000,39.085144,-77.147085,52,13656618,24031701005,8491,22085,5.319303,5.319303,4151.859746,0,37.83992755,2.596264028,8287,17975,8318,9657,0.462753825,15795,2360,0.149414372,13435,0.439822729,6947,3587,1535,833,11720,11320,400,0.034129693,516516506,62328.52733,86295.09266,610202919,27629.74503,38253.93459,5438,2849,0.656208519,8491,8287,204,0.024025439,0.721234248,6124,70,82,448,430,375,924,0.108821105,1963.837593,36.16240725,180716.6605,250205.8308,820.7420147,1136.333734,11197,0.756899169,8475,0.170849335,1913,15,301,422,28.97785121, Montgomery County, Maryland,11531915,20461,5683.333,4.452497464,12309,11653,656,0.053294337,85382,8205,745035568,90802.62864,8687,8205,482,0.055485208,4459,470576.5867,0.543449116,3746,1600.100107,11461,0.651426577,7466,6528,938,2507,0.21874182,156,535,673,33,356883,31.13890585,-0.019164645,-0.253695234,0.880757875,1.441762404,-0.031459769,-0.081479131,0.3688644,-0.1960451,0.052233978,-0.158513383,0.047892485,0.80424726,0.105472592,0.976155289,-2.161054644,-0.745712618,0.752029557,1.034689931,-0.972731695,1.724761252,0.587374871,0.44731506,3,3
Miami Dade Transit,METRORAIL,M.L. KING STATION RAIL,Pre-2000,25.832383,-80.241303,136,8812584,12086001801,5739,16076,3.4199639,3.4199639,4700.634413,0,28.9604628,3.129636399,5088,11509,8402,3107,0.730037362,9025,4399,0.487423823,4626,0.03933518,355,144,40,11,4858,3935,923,0.189995883,91339724,17951.98978,24854.88889,144798729,9007.136663,12470.56085,2385,2703,0.46875,5739,5088,651,0.113434396,0.551141314,3163,278,396,483,303,96,89,0.015507928,1962.442237,37.55776268,49566.96017,68626.44769,409.3703293,566.7814083,3796,0.814014752,3090,0.140937829,535,7,67,37,31.41570074, Miami-Dade County, Florida,8811937,15755,5159.1395,3.402308041,6430,4845,1585,0.246500778,20824.5,4484,90729655,20234.08898,4958,4484,474,0.095603066,1600,95767.5,0.356824264,2884,774.7416782,4676,0.785714286,3674,3361,313,712,0.152266895,34,109,116,30,138436,29.60564585,-0.056504895,-0.829470019,0.395489687,0.094212938,0.01783133,1.070613624,0.097541108,-0.518554541,-0.185911107,-0.933122333,0.011329065,0.051250094,0.028300467,-0.291095142,1.810054886,1.006770096,-1.116320331,0.766925048,-0.652350984,-0.463969347,0.339197528,0.42772752,1,3
MTS,Orange Line,La Mesa Blvd Station,Pre-2000,32.76508793,-117.0204816,88,11532674,6073014803,13218,27430,4.548728,4.548728,6030.25725,0,36.49544659,2.10294708,12755,23080,13088,9992,0.567071057,19318,1901,0.098405632,17417,0.282845015,5464,1898,520,218,14767,13963,804,0.054445724,491567599,38539.20808,53358.30436,600757776,21901.48655,30323.04615,4781,7974,0.374833399,13218,12755,463,0.035027992,0.40944167,5412,452,680,1019,1361,1559,2416,0.182781056,1966.611893,33.38810713,199844.5932,276688.8362,747.0131678,1034.254671,14215,0.890749209,12662,0.03010904,428,57,212,580,23.78156877, San Diego County, California,10232901,25069,6833.1645,3.950945333,13297,12154,1143,0.085959239,46617,10568,540402696,51135.75852,11067,10568,499,0.045089003,3747,434710.1633,0.354560939,6821,1168.432341,12099,0.881147202,10661,9823,838,321,0.026531118,81,239,640,22,266206,22.00231424,-0.031513515,-0.444110895,0.57111566,0.581911682,-0.010061011,0.418679196,0.133146434,-0.476232137,-0.041653232,-0.463898117,-0.003577921,-0.255748512,0.009602006,-0.598144244,1.779254525,0.993177647,-0.383650271,0.139284892,-2.703141828,2.319491557,-0.286342127,0.425627019,3,3
Miami Dade Transit,METRORAIL,HIALEAH STATION RAIL,Pre-2000,25.841241,-80.279041,133,8234900,12086000804,11716,36519,3.1576347,3.1576347,11565.30234,0,41.30968263,3.056815817,11532,30649,14418,16231,0.470423179,26346,15329,0.581834055,11017,0.093372808,2460,1033,788,128,13734,12293,1441,0.104922091,301651708,26157.79639,36215.99226,420470846,11513.75574,15941.0251,4557,6975,0.39516129,11716,11532,184,0.015705019,0.542676681,6358,437,1162,1149,1290,895,338,0.028849437,1961.469273,38.53072721,112573.0305,155859.6122,540.7730466,748.7110985,11753,0.892112652,10485,0.045860631,539,52,305,132,25.68467625, Miami-Dade County, Florida,7000191,31548,12293.7,2.70278897,14842,12906,1936,0.130440641,24675.5,9657,233917537,24222.58849,10062,9657,405,0.040250447,3103,160473.2839,0.321321321,6554,901.7853219,12653,0.870544535,11015,10166,849,277,0.021892041,36,306,1006,23,292506,23.11752154,-0.02551855,-0.351670439,0.029601458,-0.921828295,-0.024545428,0.08013142,0.06298129,-0.559634197,-0.331163197,-1.40558041,-0.02396859,-0.675679567,0.021568117,-0.401647659,2.567154716,1.340884367,-3.158581921,0.26355714,-1.495430657,-1.663151264,-0.151384989,0.414942129,1,3
Metra,Union Pacific West(UP-W),Elmhurst Metra,Pre-2000,41.8997222,-87.9408333,112,9916102,17043840600,6962,18229,3.8976619,3.8976619,4676.906429,0,36.7312908,2.563734618,6745,14316,5738,8578,0.400810282,11970,915,0.076441103,11055,0.493817878,5911,2471,656,239,9700,9410,290,0.029896907,486955177,72194.98547,99955.40128,610816023,33507.92819,46392.39674,5129,1616,0.760415122,6962,6745,217,0.031169204,0.764722781,5324,247,116,335,190,290,460,0.066072968,1950.752083,49.24791727,226520.2379,313621.7997,769.3700495,1065.208221,9258,0.822099806,7611,0.088572046,820,15,479,293,26.69950313, DuPage County, Illinois,9897275,19670,5086.54,3.821359404,10059,9490,569,0.056566259,97308.5,6973,680536400,97595.92715,7227,6973,254,0.03514598,5249,390208.5159,0.752760648,1724,1201.955336,9313,0.77354236,7204,6570,634,1152,0.123698056,35,414,437,26,250796,26.92966821,-0.026669352,-0.369415434,0.244200869,-0.325903547,-0.003976776,0.560887491,0.087586437,-0.530387197,-0.023605269,-0.405193929,0.035126011,0.541330954,0.048557445,0.041546532,-0.230165073,0.106404547,-1.070012616,0.689282033,-1.410403195,0.340390579,0.296425403,0.39285663,3,3
Caltrain,Caltrain,Hillsdale Caltrain,Pre-2000,37.537503,-122.298001,22,7899154,6081608501,8824,21384,3.0056569,3.0056569,7114.584502,0,39.20092593,2.418412077,8678,17732,7995,9737,0.450879765,15906,1641,0.103168616,14265,0.380925437,6059,2045,601,267,11551,11303,248,0.021470003,596780285,68769.33452,95212.51904,719451604,33644.38851,46581.32879,5176,3502,0.596450795,8824,8678,146,0.016545784,0.666931097,5885,201,324,678,523,640,580,0.065729828,1954.923731,45.07626927,494918.6631,685224.7874,1076.091091,1489.869637,10998,0.874068012,9613,0.054100746,595,67,286,343,25.30332788, San Mateo County, California,7887508,24382,8617.6305,3.045383994,13472,12659,813,0.060347387,99609.5,9173,898778758,97980.89589,9717,9173,544,0.055984357,5347,846518.4777,0.582906356,3826,1839.647151,12354,0.801197993,9898,8621,1277,1265,0.102395985,112,364,641,26,325897,26.37987696,-0.038877385,-0.557659418,0.235387997,-0.350376162,-0.039438573,-0.267969641,0.211262653,-0.383379003,0.029075765,-0.23383956,0.04829524,0.812541688,0.07287002,0.440785507,-1.076549085,-0.267111554,-1.793223784,0.986215642,-1.831811855,0.038588071,0.647971047,0.338244595,3,1
WMATA,Metrorail Orange Line(Orange),BALLSTON METRO,Pre-2000,38.882238,-77.11155,43,9160482,51013101500,18663,37255,3.5396043,3.5396043,10525.1878,0,34.02909677,2.057088707,17834,32899,19140,13759,0.581780601,28312,3206,0.113238203,25106,0.640329189,18129,9201,3506,1112,24680,24038,642,0.026012966,1179896487,66159.94656,91599.76922,1460666920,39207.27204,54283.25229,7213,10621,0.40445217,18663,17834,829,0.04441944,0.35546268,6634,285,1692,855,1286,784,7127,0.381878583,1964.248192,35.75180839,231630.3341,320696.8302,984.2252142,1362.679494,24005,0.603082691,14477,0.292980629,7033,285,1476,628,27.73372214, Arlington County, Virginia,8569144,42517,14123.35,3.308565137,29005,28348,657,0.022651267,120383.5,19471,2276007985,116892.1979,21002,19471,1531,0.072897819,8353,654636.3702,0.42899697,11118,2009.579151,28359,0.535420854,15184,14234,950,8666,0.305582002,479,2246,1534,28,790565,27.8770408,0.003361699,0.093653825,1.041293547,1.887556638,-0.02847838,-0.011794399,0.341862042,-0.228141553,0.276118913,0.569711909,0.012601373,0.077452349,0.067661837,0.355261469,-0.143318657,0.144730572,2.31098642,0.57744439,0.816171036,1.494815384,0.2623778,0.31506659,3,1
BART,"FREMONT TO DALY CITY, FREMONT TO RICHMOND",South Hayward BART,Pre-2000,37.63479954,-122.0575506,20,68244706,6001437900,11075,34612,26.431075,26.431075,1309.519193,0,32.18648735,3.173896666,10858,26489,12256,14233,0.462682623,21193,5447,0.257018827,15746,0.227103289,4813,1489,410,95,17313,16514,799,0.046150292,615218357,56660.37548,78447.42306,717372813,20726.13004,28695.74157,6084,4774,0.560324185,11075,10858,217,0.019593679,0.514130926,5694,190,700,765,676,845,1013,0.091467269,1973.915756,26.08424379,260865.1052,361172.9554,973.8022623,1348.248708,16075,0.867744946,13949,0.071415241,1148,72,277,348,33.02233281, Alameda County, California,16440597,25902,8952.9505,6.347750258,14151,12809,1342,0.094834287,59355.5,8126,491858523,60528.98388,8406,8126,280,0.033309541,4339,285152.8924,0.53396505,3787,1463.65408,12081,0.859448721,10383,8998,1385,1094,0.090555418,25,219,233,28.5,348829,28.8741826,-0.048683996,-0.708874244,-0.21048105,-1.588517487,-0.013715861,0.333253503,5.836822667,6.303463826,-0.228413356,-1.071368405,0.019140177,0.212114272,0.008296224,-0.619586606,4.148150214,2.038590451,3.267957193,1.631118116,-1.924301366,5.192258559,1.362878828,0.268239288,3,1
Portland Streetcar Loop,Small Start,Ne Couch/ E Burnside - Mlk/Grand, ,45.52370001,-122.6620001,65,6218830,41051005100,6007,10296,2.7651097,2.4346225,4228.99238,0.33048724,35.93808275,1.46039061,5325,9810,7430,2380,0.757390418,8306,1295,0.155911389,7011,0.293281965,2436,663,269,81,6709,5269,1440,0.214637055,116475588,21873.34986,30284.09035,188145745,18273.67376,25300.26679,708,4617,0.132957746,6007,5325,682,0.11353421,0.087730981,527,289,368,394,602,1015,2803,0.466622274,1960.298152,39.70184784,205151.5537,284036.4291,542.559021,751.1838158,5144,0.447122862,2300,0.239696734,1233,354,971,205,21.42437792, Multnomah County, Oregon,7094058,16628,3793.948,2.739031223,10095,8636,1459,0.144526994,38450,10893,412730852,37889.54852,12282,10893,1389,0.11309233,2103,394718.7351,0.193059763,8790,852.8639363,8439,0.373622467,3153,2833,320,1770,0.209740491,773,1762,713,24,199936,23.69190662,0.070110061,1.122892355,0.389676445,0.078070049,0.00044188,0.664165802,-0.102871876,-0.756776179,0.251137085,0.488454102,-0.029956243,-0.798990958,0.073500394,0.451136947,-2.267528708,-0.792700482,1.596806129,-1.140554494,2.835148502,-1.238342373,-1.386343879,0.245789385,2,2
MBTA,Green Line,Boylston Station,Pre-2000,42.352531,-71.064682,149,4655910,25025070400,20662,35403,2.09217215,1.81697337,19484.60037,0.275198989,36.17336384,1.621317959,19166,33026,20639,12387,0.624931872,27812,4431,0.159319718,23381,0.625377535,17393,9110,3791,1110,22581,20701,1880,0.083255835,1100459160,57417.25764,79495.34155,1899505717,53653.80665,74284.76839,5709,13457,0.29787123,20662,19166,1496,0.072403446,0.039928371,825,565,2758,4434,2633,2043,7430,0.359597328,1951.134547,48.86545349,440405.8669,609750.7308,1012.707216,1402.113394,20347,0.279451516,5686,0.228289183,4645,119,8855,843,22.48567356, Suffolk County, Massachusetts,3332526,34704,33467.84,1.286695536,22258,20998,1260,0.05660886,92200,17079,1476777501,86467.44546,19455,17079,2376,0.122127988,5571,809336.331,0.326190058,11508,1694.056482,20606,0.216393284,4459,3649,810,4457,0.216296224,190,10027,1277,23,468908,22.75589634,0.026646975,0.452705378,0.327323265,-0.095079555,-0.049724542,-0.508386066,0.717655962,0.218547287,0.087704559,-0.043139052,-0.011992958,-0.429050103,0.063058233,0.279665267,-0.270222777,0.088726759,0.024647991,-0.060658078,4.386485151,-4.36183716,-0.285289328,0.22463125,2,2
Dulles Corridor Metrorail: Wiehle Ave Extension,FFGA,Tysons Central, ,38.92002885,-77.22206352,55,18977601,51059460500,10513,22529,7.308906,7.308906,3082.403851,0,36.63790226,2.278556837,9888,18793,8465,10328,0.450433672,16507,616,0.037317502,15891,0.702429272,11595,5654,1898,686,13652,13426,226,0.016554351,852672233,86233.03327,119391.3592,1151429783,51108.78348,70761.1329,5427,4461,0.548847087,10513,9888,625,0.059450205,0.439646152,4622,43,85,807,1102,900,2945,0.280129364,1981.401598,18.59840198,310683.3241,430147.2759,1306.422551,1808.76815,13374,0.879991027,11769,0.054284432,726,16,264,575,25.06310752, Fairfax County, Virginia,8438005,15051,4823.345,3.257932083,9443,8936,507,0.053690564,102932,6946,760116892,109432.3196,7494,6946,548,0.073125167,3000,451311.8667,0.431903254,3946,1811.634567,8853,0.757596295,6707,6279,428,1178,0.133062239,29,357,470,29.5,262867,29.69242065,-0.037136213,-0.530811112,0.049203126,-0.867396089,-0.013674962,0.334209446,0.564799823,0.036854268,-0.083415079,-0.599735898,0.078777806,1.440308085,0.122394732,1.254035275,-4.629313126,-1.834975024,-1.626879385,0.859368336,0.492440779,-2.119320164,0.654249745,0.205118591,3,1
RTD,"Light Rail H Line(101), Light Rail D Line(101), Light Rail C Line(101), Light Rail E Line(101), Light Rail F Line(101)",Hwy I-25 & Broadway Stn,Pre-2000,39.70196,-104.99016,122,14032483,8031002100,11247,25344,5.4054924,5.3750028,4715.160334,0.03048971,32.57839725,2.339665462,10791,20724,11983,8741,0.578218491,17436,4843,0.27775866,12593,0.31475109,5488,1922,460,133,14297,13524,773,0.054067287,419162732,38843.73385,53779.92639,550645302,21726.85062,30081.25921,5990,4801,0.555092206,11247,10791,456,0.040544145,0.69174002,7780,771,686,433,445,358,730,0.064906197,1944.235707,55.7642927,161908.197,224165.1369,563.0314518,779.5283056,13284,0.815718157,10836,0.080171635,1065,196,590,498,24.1248118, Denver County, Colorado,14057820,28260,5986.607,5.427754877,17389,16469,920,0.05290701,50186,11926,727480004,60999.49723,12466,11926,540,0.043317824,6030,297349.8507,0.505617978,5896,927.9308005,16080,0.765174129,12304,10969,1335,1224,0.076119403,564,502,1272,25.5,395230,24.5789801,0.001160277,0.059708593,0.326476788,-0.097430153,-0.002773679,0.589007761,0.269650781,-0.313975738,0.134242855,0.108234972,-0.004052232,-0.265516595,0.050544028,0.074168381,-0.454168296,0.007550116,0.345545435,-0.183798098,-2.077551538,2.423096973,-0.361429343,0.177631245,1,3
Metro,Metro Red Line  (802),Hollywood / Western Station,Pre-2000,34.101736,-118.309168,98,5363829,6037190901,16107,40303,2.07002916,2.07002916,19469.77404,0,33.3245813,2.517792726,15535,32621,18395,14226,0.563900555,27132,10411,0.383716645,16721,0.218450538,5927,1997,881,230,17245,15106,2139,0.124035952,425270212,27374.97341,37901.19819,639014546,15855.26006,21951.92465,1704,13831,0.109687802,16107,15535,572,0.03551251,0.167132303,2692,379,628,2077,3780,4774,1777,0.110324704,1958.67033,41.32967033,515503.6972,713725.1788,581.8388403,805.5675112,14640,0.66113388,9679,0.221584699,3244,39,859,675,31.75423497, Los Angeles County, California,4981079,39145,32829.22,1.923205435,24272,21620,2652,0.109261701,29874.5,16528,698205650,42243.80748,17926,16528,1398,0.077987281,1986,887569.7976,0.120159729,14542,1060.508458,21073,0.599297679,12629,11496,1133,4616,0.219048071,350,1744,1450,30.5,648407,30.76956295,0.014774252,0.269631762,0.243573611,-0.327645393,-0.042474771,-0.338935426,0.68616338,0.181113512,0.114577098,0.044268625,-0.002536628,-0.234303836,0.0618362,0.259598163,0.984672025,0.642521972,-0.171566921,0.667816299,-0.929261184,0.757694263,0.515144162,0.152672137,1,3
BART,"DUBLIN/PLEASANTON TO DALY CITY, RICHMOND TO DALY CITY-MILLBRAE, FREMONT TO DALY CITY, PITTSBURG/BAY POINT TO SFIA-MILLBRAE",24th St. Mission BART,Pre-2000,37.752411,-122.418292,14,4903769,6075025300,24799,62575,1.87256547,1.87256547,33416.72214,0,33.10159968,2.576152723,23978,54055,35811,18244,0.662491906,46793,10592,0.226358643,36201,0.449212489,21020,7682,2831,786,39239,37407,1832,0.046688244,1412928385,58926.03157,81584.26923,1842997200,29452.61207,40777.73046,6782,17196,0.282842606,24799,23978,821,0.033106174,0.219484657,5443,5579,6158,3751,1865,1462,485,0.01955724,1939,61,516997.8472,715793.8595,948.8896255,1313.756664,36596,0.451470106,16522,0.362116078,13252,1966,2456,1716,30.19488469, San Francisco County, California,4902654,62555,37763.78,1.892925374,43044,40148,2896,0.067279993,97241,25292,2561598788,101280.9896,26878,25292,1586,0.059007367,8816,926207.8947,0.348568717,16476,1664.118597,39455,0.336687365,13284,11545,1739,15264,0.386871119,3927,2854,3242,32,1228359,31.13316436,-0.020591749,-0.275700725,0.293958983,-0.187729396,-0.025901193,0.048442808,0.130086304,-0.479869573,0.241427919,0.456873325,0.024755041,0.327748335,0.114782741,1.129038074,-0.938279678,-0.206092148,-0.43798356,1.250694261,0.878440342,-1.316423902,1.098773188,0.151921073,1,1
Metro-North Railroad,Harlem,White Plains,Pre-2000,41.032589,-73.775208,117,7684341,36119009100,8474,23134,3.1244829,3.1200303,7414.671582,0.00445253,35.82646754,2.715164634,8200,18727,9794,8933,0.522988199,15905,4043,0.254196793,11862,0.274756366,4370,1942,633,237,11910,10962,948,0.079596977,407900996,49744.0239,68871.59597,569803501,24630.56544,34101.51047,3685,4515,0.449390244,8474,8200,274,0.032334199,0.334434742,2834,660,1110,678,434,792,1936,0.228463536,1954.02549,45.97451027,212670.1221,294446.0375,809.6602436,1120.990801,10755,0.70079033,7537,0.20167364,2169,0,770,176,27.30832171, Westchester County, New York,7684357,27057,13930.73,2.966946951,15294,13875,1419,0.092781483,68310,9317,708308757,76023.26468,9943,9317,626,0.062958866,4337,455104.404,0.465493185,4980,1434.44498,13666,0.65447095,8944,7622,1322,3053,0.223401142,152,994,454,30,378890,27.72501098,-0.013184506,-0.16148339,0.545629236,0.511138,-0.030624667,-0.061960084,0.878806073,0.410098966,0.103840612,0.00934631,0.021727501,0.265398353,0.04631938,0.004795063,-0.416689265,0.024089914,0.707139801,0.29428333,-0.437654996,1.144794797,0.169362278,0.124921052,1,3
MBTA,Orange Line,Ruggles Station,Pre-2000,42.336377,-71.088961,148,3915643,25025010402,15826,37398,1.53089201,1.51214491,24731.75669,0.018747191,25.38461415,1.89099765,15316,33794,28066,5728,0.830502456,16930,2906,0.171647962,14024,0.465741288,7885,3517,1359,523,21179,19584,1595,0.075310449,409238900,26719.69835,36993.95677,637977123,17059.1241,23618.6985,1895,13421,0.123726822,15826,15316,510,0.032225452,0.049791482,788,352,1792,1760,2216,5320,3587,0.226652344,1949.595286,50.40471376,217341.847,300914.134,784.8741524,1086.673962,18870,0.234976153,4434,0.374933757,7075,401,6388,454,22.70476948, Suffolk County, Massachusetts,4136968,37812,27656.28,1.597292342,19959,17405,2554,0.127962323,24987,10406,401338720,38568.01076,11127,10406,721,0.06479734,1709,461226.2142,0.164232174,8697,1028.002645,16997,0.205271519,3489,3002,487,5988,0.352297464,353,6412,605,22.5,371679,21.86732953,-0.052651874,-0.770057663,0.53275025,0.475374126,-0.032571888,-0.107472955,0.11824972,-0.493939172,0.042548949,-0.190015649,-0.022636293,-0.648241878,0.029704634,-0.268037181,0.837439947,0.577547266,-1.086111313,-0.338731792,2.243415987,-3.3295273,-0.424656011,0.085924219,2,2
DART,"DART RAIL RED LINE(RED), DART RAIL BLUE LINE(BLUE)",CEDARS STATION,Pre-2000,32.768836,-96.793412,101,6764426,48113003300,723,2343,2.6340876,2.6269496,891.9090035,0.007137871,29.68868971,2.654477612,603,2072,1041,1031,0.502413127,1596,808,0.506265664,788,0.233709273,373,112,35,9,1406,968,438,0.311522048,28739295,47660.52239,65986.94646,40828577,17425.7691,24126.32583,94,509,0.155887231,723,603,120,0.165975104,0.185338866,134,0,7,119,107,160,181,0.250345781,1944.585062,55.41493776,150861.7021,208871.0438,736.0805501,1019.118243,933,0.68488746,639,0.093247588,87,16,126,60,28.08038585, Dallas County, Texas,6761935,6307,2415.737,2.610797811,4577,4302,275,0.060083024,57925,2670,154659750,57925,3074,2670,404,0.131424854,260,175000,0.097378277,2410,1269,4244,0.71206409,3022,2735,287,390,0.091894439,19,302,487,25,106100,25,0.251439025,3.918927339,-0.162162467,-1.454340794,0.03455025,1.461388964,1.708501641,1.396319688,-0.122174868,-0.725808958,-0.001353149,-0.209930937,-0.027176631,-1.202089557,3.080385852,1.567377413,4.59648624,0.155356918,3.91157232,0.68491392,0.101665499,0.053691419,2,3
WMATA,Metrorail Orange Line(Orange),VIRGINIA SQUARE METRO STATION,Pre-2000,38.883074,-77.103809,45,5174569,51013101500,13677,25536,2.0001602,2.0001602,12766.97737,0,33.09783443,1.946752044,12962,22977,14221,8756,0.618923271,19549,2259,0.115555783,17290,0.6576807,12857,6597,2687,843,17275,16781,494,0.028596237,796227183,61427.80304,85048.02186,1010046990,39553.84516,54763.0897,4114,8848,0.317389292,13677,12962,715,0.052277546,0.221539811,3030,194,1605,635,967,662,6583,0.481319003,1968.836441,31.16355926,223296.597,309158.6045,987.4871157,1367.195661,16754,0.546496359,9156,0.344693804,5775,135,1223,403,27.34147069, Arlington County, Virginia,4900377,32568,19439.435,1.892046218,22833,22226,607,0.02658433,105451.5,16221,1682955418,103751.644,17601,16221,1380,0.078404636,5490,608858.4517,0.338450157,10731,1951.485416,22179,0.495333424,10986,10306,680,7691,0.346769467,278,1969,1142,28,610221,27.51345868,0.002011908,0.072840472,0.969404839,1.687927665,-0.02612709,0.043162866,0.522634093,-0.013266183,0.219918368,0.386909712,0.002075662,-0.13931705,0.051162936,0.084331521,-0.171987984,0.132078567,2.177574532,0.077093038,1.382990135,0.794584397,0.056077198,0.02101584,3,1
RTD,"Light Rail C Line(101), Light Rail E Line(101)",Union Station LRT,2002,39.7538,-105.00136,123,10796735,8031001701,7000,14076,4.1642354,4.1642354,3380.212367,0,33.90063939,2.100199802,6056,11756,7789,3967,0.662555291,9741,3406,0.349656093,6335,0.280669336,2734,954,352,111,7241,6382,859,0.118630023,178702546,29508.34643,40854.8958,365190704,25944.21029,35920.27803,2247,3809,0.371036988,7000,6056,944,0.134857143,0.286571429,2006,287,281,392,309,850,2852,0.407428571,1957.328857,42.67114286,216621.9404,299917.4089,492.9028616,682.43387,6241,0.539657106,3368,0.15093735,942,118,1338,329,24.28120494, Denver County, Colorado,8454809,23467,7911.487,3.264420143,16415,15587,828,0.050441669,71146,12083,855040546,70763.92833,14164,12083,2081,0.146921774,3880,370505.0515,0.321112307,8203,1439.252225,15496,0.556078988,8617,7617,1000,1392,0.089829633,685,3244,1500,21,337845,21.80207796,0.068188354,1.093260246,0.235356937,-0.350462413,-0.012064631,0.371848116,1.34052957,0.958928317,0.73207952,2.052804317,-0.061107716,-1.440532991,-0.016421882,-1.025484858,2.47912698,1.302037015,4.126378583,-1.163980834,2.294146038,1.832232545,-1.028031264,-0.13594957,2,2
Miami Dade Transit,METRORAIL,EARLINGTON HTS.STAT.RAIL,Pre-2000,25.812373,-80.229947,134,7753837,12086001802,10871,33137,3.0323939,3.0291445,10939.39229,0.003249436,33.15967348,2.951628773,9940,25868,17273,8595,0.667736199,20450,11248,0.55002445,9202,0.048655257,995,338,121,15,10313,8577,1736,0.168331232,186041876,18716.48652,25913.34992,319090438,9629.430486,13332.1391,3537,6403,0.35583501,10871,9940,931,0.085640695,0.550363352,5983,1246,1008,687,406,317,1177,0.108269708,1962.141569,37.85843069,70222.02431,97223.7971,460.9086366,638.1372255,8282,0.765757064,6342,0.154914272,1283,87,358,63,30.95604926, Miami-Dade County, Florida,7739641,31650,12288.1,2.988292223,13862,11509,2353,0.169744626,21510,10039,226307950,22542.87778,11693,10039,1654,0.141452151,2977,116004.7363,0.29654348,7062,765.4587935,10921,0.763483198,8338,7297,1041,1740,0.159326069,84,399,159,29,322111,29.49464335,-0.001413393,0.020023422,0.193172246,-0.467605799,-0.055811455,-0.650656968,0.123289089,-0.487949108,-0.130067018,-0.751479569,0.004411797,-0.091206041,0.002273866,-0.718480297,1.461405916,0.852908489,-2.337668021,0.043222151,-0.357158338,-1.980509683,0.217558278,-0.174336127,1,3
