Transit_Sy,Transit_Li,Station_Na,Built_Year,Lat,Lon,Station_ID,ALAND00,Geo_FIPS,Geo_HU100,TotalPop00,AreaTotal00,Aland00,PopDen00,Awater00,MedianAge00,MedianHouseholdSize00,TotalHH00,Pop15YearOver00,Single00,Married00,PctSingleOver15Yrs00,Pop25YearsOver00,LessThanHighSchool00,PctLessThanHighSchool00,HighSchoolOrMore00,PctBachelorDegreeOrMore00,BachelorDegreeOrMor00,MasterDegreeOrMore00,ProfessionDegreeOrMore00,DoctoralDegreeOrMore00,CivilianOver16InLaborForce00,Employed,Unemployed,UnemploymentRate00,TotalHHInc00,MedianHHIncome00,MedianHHIncome00In15Dollars,TotalCapitaIncome00,MedianCapitaIncome00,MedianCapitaIncomeIn15Dollars,Owner_OccupiedHU,Renter_OccupiedHU,PctOwnerOccupiedHU00,HU00,Occupied_HU00,Vac_HU00,Vacancy00,PctSingleFamilyUnit,HU_1Unit,HU_2Units,HU_3or4Uni,HU_5to9Uni,HU_10to19U,HU_20to49U,HU_50Unito,Pct50UnitsOrMore,MedianYearBuilt,MedianBuildingHistoryTill2000,MedianOwnerOccupiedHUValue,MedianOwnerOccupiedHUValueIn15Dollars,MedianGrossRent00,MedianGrossRent00In2015Dollars,WorkersOve,PctCarTW00,CarToWork,PctTranTW00,PublicTran,BikeToWork,WalkToWork,WorkAtHome,MedianTimeTW00,County,State,ALAND_12,TotalPop15,PopDen15,ALANDSQMIL,CivilianOver16InLaborForce,Employed15,Unemployed15,UnemploymentRate15,MedianMedianHHIncome15,HH15,TotalHHIncome15,MedianHHIncome15,HU15,OccupiedHU15,VacantHU15,Vacancy15,OwnerOccupiedHU15,MedianOwnerOccupiedHUValue15,PctOwnerOccupiedHU15,RenterOccupiedHU15,MedianGrossRent15,WorkersOver16,PctCartW15,CarTW,DriveAlong,CarPoolTW,PublicTran_1,PctTranTW15,BicycleTW,WalkTW,WorkAtHome_1,MedianAveCommute,TotalCommuteTime15,AverageCommuteTime,UnemploymentRateDecrease,StandardizedUnemploymentRateDecrease,PctPropertyValueIncrease,StandardizedPctPropertyValueIncrease,VacancyDecrease,StandardizedVacancyDecrease,PctPopulationDensityIncrease,StandardizedPopulationDensityIncrease,PctMedianHHIncomeIncrease,StandardizedPctMedianHHIncomeIncrease,PctTranTWIncrease,StandardizedPctTranTWIncrease,PctCarTWDecrease,StandardizedPctCarTWDecrease,TimeTWDecrease,StandardizedTimeTWDecrease,DI,TPCI,predictedvalueDI,residualsDI,predictedvalueTPCI,residualsTPCI,DICluster,TPCICluster
TriMet,Portland Streetcar,NW Lovejoy & 13th,2001,45.529997,-122.684611,75,5114626,41051004500,10667,14932,2.1608251,2.0009522,7462.447129,0.15987294,36.99381195,1.322540696,9706,14398,11435,2963,0.794207529,12134,1614,0.13301467,10520,0.382478985,4641,1496,596,216,9879,8496,1383,0.139993927,216567591,22312.75407,30892.45426,346210174,23185.78717,32101.18605,1108,8598,0.114156192,10667,9706,961,0.090090935,0.061591825,657,70,285,400,788,2699,5787,0.542514296,1951.615543,48.38445674,262830.3249,363893.8414,495.4839498,686.0074381,8337,0.429650954,3582,0.213865899,1783,237,2263,370,22.05757467, Multnomah County, Oregon,5554898,23403,13373.53,2.1447582,14930,13377,1553,0.104018754,43919,15789,735392310,46576.24359,17855,15789,2066,0.115709885,3295,408951.6237,0.208689594,12494,962.9565391,13171,0.418950725,5518,5099,419,2248,0.170678005,699,3156,1264,23.5,307538,23.34963177,0.035975172,0.596543219,0.123821228,-0.660187817,-0.025618951,0.055039729,0.792110519,0.307047973,0.507689975,1.322937688,-0.043187894,-1.071487229,0.010700229,-0.580110239,-1.2920571,-0.362216982,1.621380793,-2.013814449,1.523474199,0.097906594,-1.515270641,-0.498543808,2,2
Metrolink,Antelope Valley Line,Lancaster Metrolink Station,Pre-2000,34.69657806,-118.1361307,94,7346043,6037900606,5981,15528,2.8032574,2.8032574,5539.270136,0,28.86684055,2.722781285,5386,11304,6614,4690,0.585102619,8581,2390,0.278522317,6191,0.098706444,847,298,66,31,5820,4889,931,0.159965636,154865395,28753.3225,39809.55007,201260031,12961.10452,17944.90843,2339,3047,0.434274044,5981,5386,595,0.099481692,0.683330547,4087,244,397,318,210,187,501,0.083765257,1962.596723,37.40327704,81005.42967,112153.6375,567.5178864,785.7398641,4796,0.910133445,4365,0.0264804,127,59,97,114,28.96997498, Los Angeles County, California,7346056,16459,5854.177,2.836328199,5421,4502,919,0.169525918,26874,5771,150222556,26030.59366,6459,5771,688,0.106518037,1646,109606.7436,0.285219199,4125,888.6909091,4393,0.914409288,4017,3644,373,141,0.032096517,26,37,133,27.5,124052,28.23856135,-0.009560282,-0.105599014,-0.022708972,-1.067090017,-0.007036345,0.489375453,0.056849884,-0.566922315,-0.346121883,-1.454236177,0.005616117,-0.066403948,-0.004275843,-0.826033658,0.731413632,0.530756997,-2.70447207,-0.361680609,-1.861184642,-0.843287428,0.199143595,-0.560824204,1,3
Metro-North Railroad,Hudson,Ossining,Pre-2000,41.157663,-73.869281,114,4448086,36119013301,4519,14021,4.8793151,1.7582661,7974.33335,3.121049,34.79950075,2.673281322,4358,11784,6710,5074,0.569416158,10035,4010,0.399601395,6025,0.225211759,2260,969,314,131,6026,5767,259,0.042980418,201056219,46134.97453,63874.79494,291457735,20787.2288,28780.33402,1989,2369,0.456402019,4519,4358,161,0.035627351,0.336578889,1521,614,890,410,352,162,564,0.124806373,1955.468245,44.53175481,197976.4706,274102.3831,816.070916,1129.866505,5624,0.700924609,3942,0.209103841,1176,0,235,156,32.70199147, Westchester County, New York,4466228,13043,10038.75,1.724420345,7719,7119,600,0.077730276,62283,4263,249804312,58598.24349,4532,4263,269,0.059355693,1688,368853.1991,0.395965283,2575,1478.989126,7034,0.665339778,4680,3207,1473,1257,0.17870344,0,736,283,30,210934,29.98777367,-0.034749858,-0.494014266,0.345676732,-0.044113502,-0.023728342,0.099229386,0.258882663,-0.326775302,-0.082607724,-0.597109835,-0.0304004,-0.808138045,0.035584831,-0.171477945,2.714217794,1.405784491,-1.362783519,0.426168501,-0.996587819,-0.3661957,1.002036404,-0.575867903,1,3
Maryland Transit Administration,Metro Subway([M]),LEXINGTON MARKET (METRO),Pre-2000,39.291541,-76.620996,120,4528770,24510040100,10794,18073,1.8640209,1.7542521,10302.3961,0.1097688,34.0467161,1.687643618,9574,15827,12808,3019,0.809250016,12928,3968,0.306930693,8960,0.377165842,4876,2335,1189,434,8290,7439,851,0.1026538,238077676,24867.10633,34429.00606,393371072,21765.67653,30135.01447,1422,8152,0.148527261,10794,9574,1220,0.113025755,0.232907171,2514,494,974,1500,805,668,3811,0.353066518,1957.861775,42.13822494,150843.4599,208845.7871,461.8848135,639.488762,7263,0.453118546,3291,0.219193171,1592,40,2058,216,26.57483134, Baltimore city, Maryland,4621354,20877,13990.01,1.78431483,11289,10318,971,0.086012933,29519,11657,437650412,37544.00034,13636,11657,1979,0.145130537,1549,297016.0103,0.13288153,10108,1011.149782,10144,0.48876183,4958,4353,605,1872,0.184542587,173,2718,352,26,252668,24.90812303,0.016640867,0.298414373,0.422178606,0.168325849,-0.032104782,-0.096555168,0.357937499,-0.209033402,0.09047587,-0.034124874,-0.034650584,-0.895667505,-0.035643284,-1.341121228,1.666708309,0.943510093,0.127026778,-1.29327864,1.83787358,-1.710846802,-0.714061363,-0.579217277,2,3
Metro St. Louis,MetroLink(Metrolink),BELLEVILLE METROLINK STATION,Pre-2000,38.521823,-89.974368,145,6171785,17163501800,4580,9912,2.372426,2.372426,4178.001759,0,35.32147902,2.328413999,4029,7824,4124,3700,0.527096115,6395,1267,0.198123534,5128,0.106802189,683,148,31,0,4727,4481,246,0.052041464,126630003,31429.63589,43514.95948,155089701,15646.66071,21663.11469,2239,1790,0.555721023,4580,4029,551,0.120305677,0.686681223,3145,467,349,278,97,30,60,0.013100437,1947.39738,52.60262009,62800.26798,86948.22702,504.9150838,699.0650318,4493,0.904963276,4066,0.024037391,108,14,174,114,23.11395504, St. Clair County, Illinois,6171283,9423,3871.4125,2.382745789,4432,4119,313,0.070622744,38243,3662,139081950,37979.77881,4473,3662,811,0.181310083,2021,90386.39287,0.551884216,1641,700.3954906,4063,0.86561654,3517,3157,360,286,0.070391336,12,139,49,25.5,112170,27.60767905,-0.01858128,-0.244699932,0.039542679,-0.894222349,-0.061004406,-0.77203305,-0.073381793,-0.721722682,-0.127201789,-0.742159905,0.046353945,0.772562132,0.039346737,-0.109703346,-4.493724014,-1.775138454,-3.374837919,-1.112279667,-2.484371286,-0.890466633,-0.495990383,-0.616289284,1,3
Metro,Metro Blue Line (801),Willow Station,Pre-2000,33.806285,-118.189487,97,5807684,6037573401,7569,23924,2.2601484,2.2209166,10772.12895,0.03923185,30.38515298,3.21362695,7243,17382,9699,7683,0.557991025,13790,4471,0.32422045,9319,0.168382886,2322,634,221,70,10199,9268,931,0.091283459,289549412,39976.44788,55348.19162,362679133,15159.63606,20988.81931,3217,4026,0.444152975,7569,7243,326,0.043070419,0.59030255,4468,441,623,1096,312,174,456,0.060245739,1952.622936,47.37706434,175954.4296,243612.4269,618.9371585,856.9308746,9078,0.869905265,7897,0.071050892,645,51,211,195,26.48226482, Los Angeles County, California,5836685,24494,11559.49,2.253556773,12287,11113,1174,0.09554814,65592,7490,426691171,56968.11362,7852,7490,362,0.046102904,3199,386756.5802,0.427102804,4291,1079.179212,10670,0.836082474,8921,7863,1058,759,0.071134021,182,413,289,26,293289,27.48725398,-0.004264681,-0.023942532,0.587589702,0.62765873,-0.003032485,0.582958637,0.073092427,-0.547615556,0.02926784,-0.233214804,8.31E-05,-0.180351841,0.033822791,-0.200412552,-1.004989167,-0.235531584,0.405844474,-0.616295977,-1.90755269,2.313397164,0.025174102,-0.641470079,1,3
DART,"DART RAIL ORANGE LINE(ORANGE), DART RAIL RED LINE(RED), DART RAIL BLUE LINE(BLUE)",MOCKINGBIRD STATION,Pre-2000,32.837806,-96.774666,100,7721774,48113007905,10136,20436,2.9894259,2.9843714,6847.673182,0.005054464,29.42621354,1.912864284,9402,17980,11684,6296,0.649833148,12879,553,0.042938116,12326,0.645935243,8319,3161,1178,303,12584,12224,360,0.028607756,559759831,59536.2509,82429.1301,796159184,38958.6604,53939.0445,4122,5280,0.438417358,10136,9402,734,0.072415154,0.40933307,4149,848,934,1066,960,624,1522,0.150157853,1956.957676,43.04232439,271679.6943,376145.9704,803.6606061,1112.684182,12049,0.853016848,10278,0.026724209,322,49,728,595,19.97941738, Dallas County, Texas,7114212,18177,6195.154,2.746812726,10769,10376,393,0.036493639,95476,7247,725151233,100062.2648,8156,7247,909,0.111451692,3625,643364.9379,0.500206982,3622,1366.540309,10145,0.824051257,8360,8001,359,321,0.031641203,52,593,687,23,229200,22.59241005,-0.007885883,-0.079780318,0.710412948,0.968728685,-0.039036538,-0.25857278,-0.095290643,-0.747764719,0.213918728,0.367394824,0.004916993,-0.080801896,0.028965591,-0.280173073,-2.612992675,-0.945156522,0.250005693,-1.306131491,-0.918799061,1.168804754,-0.59487906,-0.711252431,3,2
VTA,MOUNTAIN VIEW - WINCHESTER(902),MOFFETT PARK STATION,Pre-2000,37.4024394,-122.034331,26,68043624,6085504700,4975,11229,28.9543408,26.5984508,422.1674444,2.355891,31.63742096,2.312802886,4713,9496,4958,4538,0.522114575,8217,1388,0.168918097,6829,0.476329561,3914,2024,569,371,6824,6567,257,0.037661196,347616890,73757.03161,102118.0854,391453778,34860.96518,48265.70351,1930,2783,0.409505623,4975,4713,262,0.052663317,0.295276382,1469,40,184,617,615,437,1036,0.208241206,1984.435176,15.56482412,224653.057,311036.6505,1464.852677,2028.117828,6695,0.901867065,6038,0.025541449,171,37,227,171,20.77147125, Santa Clara County, California,66813748,13493,2126.1894,25.79693381,8148,7571,577,0.070814924,98886,5615,617971866,110057.3225,5833,5615,218,0.037373564,2270,516832.8194,0.404274265,3345,2082.327354,7346,0.854478628,6277,5247,1030,368,0.05009529,152,231,267,22,165517,22.53158181,-0.033153728,-0.469402455,0.661646043,0.833307039,0.015289752,1.011208706,4.036365139,4.163343291,0.077745652,-0.075532158,0.024553841,0.323604774,0.047388437,0.022350142,-1.760110566,-0.568772757,5.462924424,-0.222817841,0.98799649,4.474927934,0.523991726,-0.746809567,3,1
BART,PITTSBURG/BAY POINT TO SFIA-MILLBRAE,Pleasant Hill/Contra Costa Centre BART,Pre-2000,37.92773627,-122.056847,2,13379895,6013338202,15077,30090,5.160472,5.15433,5837.810152,0.006141727,37.96917581,2.036928772,14587,25639,13817,11822,0.538905574,23001,1543,0.06708404,21458,0.454980218,10465,3278,952,316,17936,17358,578,0.032225691,859793401,58942.44197,81606.98975,1044067495,34698.15537,48040.29007,6872,7715,0.471104408,15077,14587,490,0.032499834,0.482125091,7269,183,1165,1431,1093,1155,2712,0.179876633,1972.679313,27.32068714,279573.6612,387075.3255,1025.679974,1420.074438,17081,0.744921258,12724,0.180961302,3091,120,303,682,32.37901762, Contra Costa County, California,8789036,21787,6696.628,3.393465916,12559,11935,624,0.049685485,82546,10055,803617325,79922.16062,10419,10055,364,0.034936174,4382,515421.7024,0.435803083,5673,1471.79799,11514,0.691419142,7961,7252,709,2303,0.20001737,36,469,634,32,375800,32.63852701,-0.017459793,-0.227406966,0.331579846,-0.083259383,-0.00243634,0.596892473,0.147113014,-0.45963071,-0.020645647,-0.395567237,0.019056068,0.21038212,0.053502116,0.122743407,-0.259509389,0.093454664,-0.568971823,0.426580191,-1.524821333,0.95584951,1.226871251,-0.80029106,3,1
Metro,Metro Gold Line  (804),Memorial Park Station,2003,34.147668,-118.147866,92,6398844,6037462200,11530,22363,2.4925224,2.4925224,8972.035718,0,33.71717122,1.970990117,10928,18973,12047,6926,0.634954936,16188,2943,0.181801334,13245,0.465035829,7528,3253,1224,511,12325,11384,941,0.076348884,429599436,39311.80783,54427.98418,607590657,27169.46103,37616.66218,2202,8726,0.201500732,11530,10928,602,0.052211622,0.163052905,1880,308,754,1291,2031,2588,2674,0.231916739,1966.360711,33.63928881,259513.8056,359302.0542,743.7686225,1029.762533,11221,0.790927725,8875,0.046609037,523,180,1045,497,24.54932715, Los Angeles County, California,5863387,23384,13552.1,2.263866474,14975,13788,1187,0.079265442,62501.5,11885,824757299,69394.8085,13135,11885,1250,0.095165588,2356,518998.3871,0.198233067,9529,1634.028754,13475,0.750055659,10107,9232,875,1059,0.078589981,384,1099,666,29,382398,28.37833024,-0.002916558,-0.003154902,0.444462622,0.230206711,-0.042953966,-0.350135773,0.510482172,-0.027710609,0.274983991,0.566020376,0.031980945,0.476560599,0.040872066,-0.084655773,-3.829003087,-1.481791739,0.415225803,-1.089886913,-1.111926055,1.527151858,-0.280564786,-0.809322127,3,3
VTA,MOUNTAIN VIEW - WINCHESTER(902),DIRIDON STATION,2005,37.32894718,-121.9035113,29,7397784,6085500300,4856,11266,2.8432616,2.8432616,3962.350844,0,33.48791053,2.345021404,4672,9313,5866,3447,0.629872222,7860,2010,0.255725191,5850,0.316030534,2484,972,336,59,6148,5848,300,0.048796357,241627626,51718.24187,71604.94023,313516359,27828.54243,38529.17356,1345,3327,0.287885274,4856,4672,184,0.037891269,0.440897858,2141,271,240,425,372,445,980,0.201812191,1954.334843,45.66515651,389869.8885,539782.658,904.8340848,1252.760887,5683,0.829139539,4712,0.076720042,436,52,207,201,24.37392222, Santa Clara County, California,7492913,17180,7025.883,2.893030006,11819,10714,1105,0.093493527,88299.5,7904,666715803,84351.69572,8533,7904,629,0.073713817,2779,554272.2562,0.35159413,5125,1585.841561,10534,0.807670401,8508,7843,665,879,0.083444086,259,193,579,26.5,269997,25.63100437,-0.044697171,-0.647398672,0.026843393,-0.929487211,-0.035822548,-0.183451424,0.773160247,0.284522661,0.178015029,0.2506117,0.006724044,-0.043586999,0.021469138,-0.403272999,-1.257082143,-0.346782251,-1.225202947,-0.793642249,-1.189438515,-0.035764432,0.020798914,-0.814441163,1,1
Metra,Metra Electric(ME),Riverdale Metra,Pre-2000,41.6466667,-87.6233333,108,18980528,17031821500,10998,31602,7.7207584,7.4009804,4269.974827,0.31977645,26.27811847,3.132565299,10069,21046,13463,7583,0.639694004,16337,3955,0.242088511,12382,0.09487666,1550,232,26,9,12920,10857,2063,0.159674923,331773747,32950.01957,45619.96109,402746839,12744.34653,17644.80266,5053,5016,0.501837322,10998,10069,929,0.084469904,0.639752682,7036,304,762,1607,1019,76,194,0.017639571,1955.806874,44.19312602,81718.20701,113140.492,432.9836523,599.4745263,10461,0.757575758,7925,0.198451391,2076,24,153,178,42.5432559, Cook County, Illinois,13716497,23519,4894.107,5.295969325,10701,7653,3048,0.284833193,39375,8094,277567128,34292.94885,10366,8094,2272,0.219178082,3581,86314.54901,0.442426489,4513,790.9860403,7340,0.758583106,5568,4837,731,1340,0.182561308,0,226,137,38,279475,38.07561308,-0.125158271,-1.888083257,-0.237102937,-1.662444256,-0.134708179,-2.494729101,0.146167647,-0.460754424,-0.248290704,-1.136022988,-0.015890083,-0.509308565,-0.001007349,-0.772361419,4.467642824,2.17958512,-7.642034027,0.897915136,-2.880651679,-4.761382348,1.717297563,-0.819382427,1,3
Metro-North Railroad,Hudson,Yonkers,Pre-2000,40.935795,-73.902668,116,2069529,36119000101,9131,25813,1.25626907,0.79403417,32508.67655,0.462235,28.86797738,2.931784309,8642,18606,11690,6916,0.628291949,14853,5664,0.381337104,9189,0.104288696,1549,522,51,30,10231,8826,1405,0.137327729,227101922,26278.86161,36383.60947,323860541,12546.41231,17370.75877,1005,7637,0.116292525,9131,8642,489,0.053553828,0.05234914,478,360,1089,1285,1048,1319,3552,0.38900449,1957.548242,42.45175775,122085.0746,169029.2275,624.1661647,864.1705384,8570,0.494865811,4241,0.374329055,3208,0,910,125,34.69953326, Westchester County, New York,2222961,22530,25737.375,0.858290078,10293,9188,1105,0.107354513,32071.5,8128,270059135,33225.7794,10282,8128,2154,0.209492317,820,196029.8854,0.100885827,7308,1138.136289,8911,0.434182471,3869,2947,922,3793,0.425653686,0,884,306,35.5,343374,38.53372237,0.029973217,0.50399497,0.15973958,-0.560445535,-0.155938489,-2.990950267,-0.208292132,-0.882084358,-0.086792655,-0.610722062,0.051324632,0.874929826,0.06068334,0.240666938,-3.83418911,-1.484080373,-4.540207252,-0.36848361,0.300435498,-4.84064275,0.48083199,-0.8493156,1,3
BART,DUBLIN/PLEASANTON TO DALY CITY,West Dublin/Pleasanton BART,2011,37.6998,-121.9281,19,79121918,6001450300,11997,33171,30.609641,30.605428,1083.827352,0.004213919,36.83522957,2.825567969,11726,25519,9221,16298,0.36133861,22261,1439,0.064642199,20822,0.397196891,8842,2762,789,314,18923,18397,526,0.027796861,1029886712,87829.32901,121601.4626,1249541158,37669.68611,52154.43381,9303,2423,0.793365171,11997,11726,271,0.022588981,0.873885138,10484,103,358,186,209,200,426,0.035508877,1977.023256,22.97674419,398532.3444,551776.0015,1415.768882,1960.160332,18123,0.900071732,16312,0.034596921,627,69,289,675,31.25448325, Alameda County, California,66586485,29204,4019.142,25.70918668,15118,14189,929,0.061449927,119625,9862,1127441106,114321.7508,10227,9862,365,0.035689841,7497,676503.228,0.760190631,2365,1943.28203,13617,0.849526327,11568,10554,1014,803,0.058970405,44,210,869,31,409796,30.09444077,-0.033653066,-0.47710209,0.226046849,-0.376315755,-0.01310086,0.347628077,2.708286187,2.584717305,-0.059865331,-0.523136185,0.024373484,0.319890442,0.050545405,0.07419099,1.160042481,0.719914371,1.555791352,1.113995803,-0.881968142,2.437759494,1.990616826,-0.876621023,3,1
TriMet,Portland Streetcar,NW 11th & Couch,2001,45.523784,-122.682223,72,3578380,41051004900,9697,13252,1.4861351,1.3875621,9550.563539,0.09857304,37.14515545,1.267543441,8805,12946,10554,2392,0.815232504,10886,1587,0.145783575,9299,0.35632923,3879,1228,482,177,8733,7404,1329,0.152181381,178543589,20277.52288,28074.63598,288110734,21740.92469,30100.74505,707,8098,0.080295287,9697,8805,892,0.091987213,0.022584304,219,50,199,267,674,2589,5708,0.588635661,1952.07724,47.92275962,233580.7638,323397.2391,489.0307483,677.0728517,7268,0.39556962,2875,0.224683544,1633,196,2159,314,22.21312603, Multnomah County, Oregon,4018655,21215,16594.58,1.551611436,13558,12025,1533,0.113069774,37331,14662,664798157,45341.57393,16647,14662,1985,0.119240704,2833,375545.3583,0.19322057,11829,962.8978781,11822,0.401031974,4741,4418,323,2121,0.179411267,641,2944,1099,24,281907,23.84596515,0.039111607,0.64490604,0.161250972,-0.556248525,-0.027253491,0.016835209,0.737549824,0.2421942,0.615036931,1.672102623,-0.045272277,-1.114413585,-0.005462354,-0.845517463,-1.632839118,-0.512606839,2.019789547,-2.472537887,1.878844151,0.140945396,-1.583752236,-0.888785651,2,2
Metro-North Railroad,Harlem,Mt Vernon West,Pre-2000,40.912142,-73.851129,113,5751240,36119001504,14551,37031,2.22224999,2.22224999,16663.74178,0,34.77918231,2.654272767,13902,29666,15504,14162,0.522618486,25116,6705,0.2669613,18411,0.179845517,4517,1429,454,115,18448,17082,1366,0.074045967,625857392,45019.23407,62330.02995,744454150,20103.53893,27833.75171,5242,8660,0.377068048,14551,13902,649,0.044601746,0.249192495,3626,2882,2522,978,741,1260,2604,0.178956773,1949.612604,50.38739606,211255.5513,292487.5359,770.4202079,1066.662186,16680,0.646822542,10789,0.283153477,4723,23,836,209,33.22272182, Westchester County, New York,5748387,37097,19846.63,2.219464724,20132,17929,2203,0.109427777,51653,13266,742677984,55983.56581,14651,13266,1385,0.094532796,5727,359377.3704,0.431705111,7539,1245.652474,17396,0.571510692,9942,8406,1536,5866,0.337203955,33,1172,345,37,641845,36.89612555,-0.03538181,-0.503758763,0.22869294,-0.36896778,-0.049931051,-0.513212853,0.191006814,-0.407456182,-0.101820329,-0.659602225,0.054050478,0.931066653,0.07531185,0.480883019,-3.673403724,-1.413124483,-2.452997803,-0.001174812,-1.15146294,-1.301534863,0.897933931,-0.899108743,1,3
NJ TRANSIT RAIL,North Jersey Coast Line,SOUTH AMBOY,Pre-2000,40.482749,-74.278951,126,8155602,34023007600,4855,12453,5.46268,3.0663825,4061.137187,2.3962973,37.877925,2.636887318,4668,9955,4649,5306,0.467001507,8595,1429,0.166259453,7166,0.15008726,1290,380,98,33,6260,5927,333,0.053194888,239726562,51355.30463,71102.44636,299557523,24055.04882,33304.6962,3338,1330,0.715081405,4855,4668,187,0.038516993,0.69330587,3366,680,248,252,167,31,103,0.021215242,1949.554274,50.44572606,139364.9491,192953.5593,778.0781955,1077.264823,5806,0.888046848,5156,0.062004823,360,19,163,78,30.62745436, Middlesex County, New Jersey,8229391,13441,3813.682,3.177385765,7454,6750,704,0.094445935,73529,5555,376971235,67861.60846,5863,5555,308,0.052532833,3988,270860.5567,0.717911791,1567,1235.483727,6628,0.8498793,5633,5265,368,563,0.084942667,10,137,245,32,209888,31.66686783,-0.041251047,-0.594260537,0.403760354,0.117179893,-0.01401584,0.326242024,-0.060932487,-0.706924768,-0.045579837,-0.476670091,0.022937845,0.290324502,0.038167548,-0.129066907,-1.039413476,-0.25072331,-1.334433478,-0.089465715,-3.21242385,1.877990372,0.85898112,-0.948446835,1,3
WMATA,Metrorail Orange Line(Orange),CLARENDON METRORAIL STATION,Pre-2000,38.887176,-77.094987,44,5819113,51013101500,15138,25826,2.2498173,2.2498173,11479.15433,0,33.01009448,1.792817377,14226,23754,15272,8482,0.642923297,20548,862,0.041950555,19686,0.765232626,15724,8267,3505,1032,18803,18409,394,0.020954103,965101513,67840.67995,93926.77821,1210943623,46888.54732,64918.13153,4783,9443,0.33621538,15138,14226,912,0.060245739,0.253864447,3843,266,333,773,1195,744,7972,0.526621747,1975.56454,24.43546043,244102.2371,337964.4293,1095.006142,1516.057904,18365,0.537054179,9863,0.363463109,6675,137,1105,453,26.499156, Arlington County, Virginia,4788738,28881,17952.6,1.848942156,21367,20783,584,0.027331867,119835.5,14215,1706880557,120076.0153,15940,14215,1725,0.108218319,4870,724894.7639,0.342595849,9345,2118.02076,20549,0.493600662,10143,9260,883,7127,0.346829529,391,1636,1194,28,570992,27.78685094,-0.006377764,-0.056525596,1.14488479,2.175220917,-0.047972579,-0.46743703,0.563930537,0.035820989,0.278400234,0.577132311,-0.01663358,-0.524620343,0.043453517,-0.042265531,-1.287694938,-0.360291925,2.264211591,-0.927177799,1.949101432,0.315110159,0.061605822,-0.988783621,3,1
VTA,"ALUM ROCK-SANTA TERESA VIA BAYPOINT(901), MOUNTAIN VIEW - WINCHESTER(902)",SAN ANTONIO STATION (0),Pre-2000,37.33282167,-121.8880365,30,5686910,6085500800,8935,27137,2.19400361,2.19400361,12368.71256,0,27.87463979,2.879017099,8597,21987,14228,7759,0.647109656,15425,6216,0.402982172,9209,0.203889789,3145,1141,398,159,13651,12530,1121,0.082118526,289652170,33692.23799,46647.57734,440090171,16217.34794,22453.24257,1334,7263,0.155170408,8935,8597,338,0.037828763,0.256519306,2292,521,1021,1540,1554,676,1323,0.14806939,1956.252938,43.74706212,306120.8396,423830.4248,782.2796365,1083.081802,12256,0.696067232,8531,0.16897846,2071,247,1077,150,27.88740209, Santa Clara County, California,5777396,29587,14024.615,2.230665162,16421,14426,1995,0.121490774,44483,10125,474321014,46846.5199,10990,10125,865,0.078707916,2071,534368.5563,0.20454321,8054,1233.820338,14151,0.660518691,9347,8295,1052,1647,0.116387534,529,1589,707,26.5,376848,26.63048548,-0.039372248,-0.565290053,0.260807448,-0.279788457,-0.040879153,-0.301640662,0.133878319,-0.47536218,0.004264799,-0.314541609,-0.052590925,-1.265135841,0.035548541,-0.172073858,1.256916611,0.762665707,-1.936622961,-0.674543992,-0.617114907,-1.319508054,0.325839905,-1.000383897,1,3
Metro,Metro Orange Line  (901),North Hollywood Station,2005,34.16872,-118.37767,93,5361365,6037125200,12443,29711,2.0582536,2.0582536,14435.0531,0,30.47794083,2.450741728,11999,23447,14841,8606,0.63295944,19166,6036,0.314932693,13130,0.215903162,4138,1135,410,40,15296,13771,1525,0.099699268,379098680,31594.18952,43742.78727,507117622,17068.3458,23631.46612,2217,9782,0.184765397,12443,11999,444,0.035682713,0.244635538,3044,360,1283,2434,1960,2238,1107,0.088965684,1967.50004,32.49995982,205108.931,283977.4171,673.2640564,932.1475514,13391,0.818908222,10966,0.079829736,1069,179,524,507,30.14666567, Los Angeles County, California,4685057,27582,21509.95,1.808910697,17754,15660,2094,0.117945252,40930,11847,529781605,44718.62961,12539,11847,692,0.055187814,1962,489242.9154,0.165611547,9885,1264.542539,15072,0.774548832,11674,10460,1214,1582,0.104962845,189,255,982,30,489327,32.46596338,-0.018245984,-0.239529778,0.722823316,1.003191247,-0.019505101,0.197940212,0.490119216,-0.051915113,0.022308646,-0.255850812,0.025133109,0.335534369,0.04435939,-0.02739012,-2.319297705,-0.815546559,0.653835756,-0.507402309,-1.984208342,2.638044098,0.511453114,-1.018855423,1,3
